sentence_count,english_word,non_english_word,CC,DT-PDT,IN,JJ,JJR,JJS,MD,NN,NNS,NNP,NNPS,RB2,RBR,RBS,VB,VBD-VBN,VBG,VBP-VBZ,other_tags,word_count,td_idf,unique,score,essay_wo_stopwords
4,58,0,3,9,8,3,0,0,3,9,1,7,0,3,0,0,3,3,0,3,7,29,3.326282313628933,19,1.0,setting affect cyclist heat humanity make crazy place like @ location2 would heat people every @ location2 @ location2 @ location1 would severe temperature drop humanity would probably die
2,46,1,1,6,8,3,2,0,0,8,3,0,0,1,0,0,3,2,1,2,7,24,4.126732168652612,21,1.0,feature setting cyclist run affect example setting change abandoned town empty deserted rond thirty year give cyclist le motivation self go even le strength
6,134,3,5,19,15,9,1,0,1,21,6,14,0,10,0,0,5,8,2,8,15,71,6.385833178613026,52,2.0,joe kurmaskie rough road ahead exceed posted speed limit tell cyclist take direction older men tell correctly way get yosemite cyclist end lost hardly water feature setting terrain sun affect cyclist story sun hot summer day without water make even difficult keep moving hot thirsty @ person2 sun beginning beat traveling high desert california june kurmaskie @ num1 terrain also bumpy rough travel sun terrain affect cyclist much hot day summer
5,115,1,1,16,13,4,0,0,1,27,3,1,0,7,1,0,3,13,3,4,21,60,6.821691674668055,53,2.0,feature setting taunt cyclist cruel irony cyclist continues path past ghost town twenty mile road see ramshackle shed rusty water pump attempt get water runing could get muck described water feeling two hundred degree flavor battery acid road sign said rough road ahead adhere posted speed limit 55 going 12 mph even worse found abandoned juice factory way point water
5,81,5,4,11,9,6,0,0,2,18,7,3,0,5,0,0,1,8,1,2,9,42,5.9166403318268195,40,1.5,exceed posted speed limit never accept travel advice collection old timer left confinses porch sin carter office twenty mile road came fork sorrs got hand kness working handle rasted water pump strength water bottle contained totalt sip could sad person could bum
4,59,0,1,12,6,3,0,0,2,13,2,1,0,2,0,0,3,4,3,2,6,27,4.337598195970747,21,1.0,feature setting could affect cyclist case effect cyclist according text sometimes life feel cruel good example knew road going rough going 12 mph feature setting effect cyclist
4,68,0,1,8,9,4,0,0,0,10,4,0,0,3,0,0,5,6,3,2,13,32,4.671647986974001,28,1.0,feature setting affected cyclist much hot weather made dry mouth leading lack water used stone mouth said read sucking stone help take mind thirst allowing spit left circulate used help survive ordeal
5,121,3,4,13,10,5,3,0,3,22,6,11,0,6,0,0,6,8,6,5,16,66,6.4682802115013915,55,2.0,feature affected cyclist many way one highway sign rough road ahead exceed posted speed limit terrain short rolling hill would make harder cyclist pedal hill would take lot effort energy also roadblock point tumbleweed blocked path ridiculously large snake roadblock would danger biker manever around losing time energy resulting drinking water water great danger june hot day risking getting dehydrated also nobody around desperatly needed water
9,199,3,6,18,25,11,0,0,4,27,9,4,0,18,0,0,6,12,9,19,37,100,8.46138599297356,84,3.0,reading exceed posted limit seen scene area effect mood attitude around thing story main character cyclist take advice old men sitting poseh tell bad shortcut riding come across hill hill really affected physically get tired peddling continually mood replaced short moving hill cyclist could er nuertecy tried everything showing long continue going one point say @ caps1 feel cruel upset road sign come acid tough road told exceed 55 mile per hour fully going 12 mile per hour viewed metaphorical also take short cut life always conscience decide drop high school go journal always posibility working cry diploma get job
5,82,1,0,14,8,4,0,0,0,19,4,4,0,5,0,0,5,4,3,1,12,47,5.823107904371961,38,2.0,short story exceed posted speed limit setting effect cyclist story example dry hot air begin slowly dehidrate causing cyclist lose sense reason heat also played trick mind also rolling hill exhausted working cycle also heat factor caused use much needed water supply setting story deeply effect cyclist
7,76,3,2,11,13,7,0,0,1,13,4,1,0,2,0,0,3,3,3,5,11,31,4.516326544807172,27,1.0,feature setting affect cyclist many way area major affect cali big dessert middle hot bike riding road dessert tree shade sort quet harsh riding around much civilazation get water major issue
4,60,3,1,11,12,5,0,0,0,12,5,1,0,3,0,0,0,5,0,2,7,26,4.416439951851593,25,1.0,feature setting affect cyclist poisonous snake thre person ridin dow hill self guy said next town @ num1 mile lack water stream river around desert nothing
4,39,0,2,5,5,4,0,0,0,9,1,1,0,1,0,0,0,1,1,4,5,17,3.622996016066382,17,1.0,setting mid summer california desert hot humid dry lack water bag trip going lost rough rigorous road
6,130,1,7,17,14,9,0,1,0,18,4,4,0,5,1,0,9,4,5,14,20,52,5.861952686178289,40,2.0,feature setting affected cyclist hot june day desert california example desert cycling many hour hot limited water affect author conserve water able make park anothe example going rolling hill leg get tired want move best example sun beating sweating much @ month1 seeing thing want see something water thing affected cyclist much
7,104,1,3,16,16,5,0,0,4,21,2,1,0,6,0,0,7,5,4,5,10,46,5.516137144290424,34,1.0,cyclist story running lot problem story example cyclist summer heat california riding bike several minute become thirsty cyclist brought water constant sweating water supply nearly ran enough water cause person become deyhdrated cause pas possibly die see cyclist affected setting story affected negatively heat lack water
10,175,5,4,25,21,15,0,0,4,30,15,3,0,16,0,0,8,9,1,14,23,91,7.047032201118093,60,2.0,many way feature setting affect cyclist example cyclist hot dry place meaning water seen mile also town nowhere seen would hard substain life quote support many town forty mile pedal arrived first town show many town part @ caps1 hot thirsty text claim read sucking stone help take mind thirst clearly show man wa thirsty also show man thirsty also @ caps1 hot man could see vision text state look ofter grape juice factory bottling plant would grape juice factory middle therefore statement show setting affect one mind physical condition cyclist
3,81,5,1,11,8,2,1,0,3,16,3,1,0,4,1,0,6,1,0,11,18,40,4.146400819630671,24,1.0,setting affect cyclist condition road road turn different way road go hill make harder go road cyclist @ num1 mile befor get town could run water run water befor get might make stop make hisself sick get town get water
7,137,6,7,15,18,13,1,0,2,15,7,3,0,6,0,0,5,16,3,4,28,63,6.59904336246378,53,1.5,feature setting affected cyclist making hot thristy way rode started get tired slowly got work thirsty drank water first thinking much went slowly found himselfs trying conseve time got second wild town thirsty tired thathe thought might death wiped sweat eye make sure mirage time people see mirage hot tired kill water cyclist like long jouney yosemite national park direction given old men
2,51,1,2,10,6,0,0,0,1,10,3,0,0,2,0,0,2,2,4,4,6,22,4.053524878380804,19,1.0,feature setting include one sight building car structure kind describes trail cyclist taking feature setting describe cyclist affected elaborates doubting whetther survive
6,63,1,0,10,6,4,0,0,0,13,3,1,0,2,0,0,3,4,2,8,8,38,4.759310138318798,30,1.0,many feature setting affect cyclist speed limit sign make feel like life cruel first glimpse welch juice factory make feel excited meeting deserted fork road make feel troubled finally get feel relieved example showing feature setting affected cyclist
6,121,5,3,18,20,15,0,0,4,17,6,8,0,5,0,0,6,8,6,5,6,63,5.981806919496143,44,1.0,many feature setting greatly affect cyclist performance example cyclist riding hot area california said end paragraph @ num1 traveling high desert california june high desert california windy sandy dry hot something someone cycling setting told mountianous region california wither would hot hot tired mountians cool although dry place cycling would rather cycled different setting mountians arid desert way would endure discomfort cyclist expearenced
6,120,1,3,19,15,6,0,0,1,18,4,6,0,9,1,0,3,11,2,4,19,49,5.048958490528621,34,1.0,feature setting story exceed posted speed limit important cyclist story setting really affected cyclist california really hot place summer cyclist problem weather shortness water since shortness water conserve slowed ride much although cool wind river yosemite pas quickly hill even problem setting story really affected cyclist much could ride
8,195,16,7,22,33,9,2,0,4,33,8,8,0,13,0,0,12,12,5,11,32,93,8.135962375713262,76,2.5,story exceed posted speed limit joe kurmaskie feature setting affect cyclist many way story taliks man pedling twenty mile fourty mile hot outside much water abd think make go need water narrator sa travelling throuhg high desert california june extremely california june desert hot weather made eimited water supply fact middle nowhere building around make lose hope making snake desert endagered bumpy road made harder hold get somewhere began breaking ride distance could see te horizon telling mself could make treat fine quote show struggle area also persitance feature setting affect cyclist essay
6,76,0,3,9,8,8,0,0,0,13,7,0,0,2,2,0,4,3,0,5,12,34,5.313114241257279,33,1.0,many feature cyclist surroundings effect speed confidence one road car bike motor cycle even building like countryside make want go faster hit thing fact alone wide open space boost energy level make feel confident
6,117,2,5,12,13,13,0,0,8,16,3,1,0,4,0,0,17,1,0,6,21,53,5.455172303132918,35,1.0,able good bike ride must good setting good setting would @ num1 outside sunny go bike riding snow way tire move snow go rain hail road get slippery could getin accident could injure kill sunny outside able ride freely dry road little breeze go hair could refreshed believe important setting right bike ride
